id,resource_url,status,created,completed,audio_url
6c2az7vnva-4b4e-4a93-9d7c-5203153c9977,https://api.assemblyai.com/v2/transcript/6c2az7vnva-4b4e-4a93-9d7c-5203153c9977,completed,2023-09-30T15:22:25.829973,2023-09-30T15:22:37.368440,https://2bf8ca3d6f9ae2d110b5a77078c6bf66.cdn.bubble.io/f1696087210947x320465389955805630/VOXTAB_Interview_audio.mp3?_gl=1*vpf2xs*_gcl_au*MjAzMjMxOTEyMS4xNjk0MzM0Nzky*_ga*MTk4NzE5MDE0OS4xNjk0MzM0Nzky*_ga_BFPVR2DEE2*MTY5NjA4NDk1MC44LjEuMTY5NjA4NzMxMS42MC4wLjA.,
